source,evidence,compound_id,compound_name,smiles,provenance,origin,scaffold,pillar,class_id,strain_id,strain_name,strain_genus,strain_phylum,habitat,role,weight,replicate_id,cv_group,phenol,catechol,gentisate_25_diol,guaiacyl,syringyl,aromatic_methoxy,monophenol_para,carboxylic_acid,benzoic_acid,aromatic_aldehyde,vinyl_aromatic,ester_bond,aryl_O_glycoside,aryl_sulfate_ester,flavone_core,y_O_demethylation,y_aldehyde_oxidation,y_aromatic_hydroxylation,y_decarboxylation,y_deglycosylation,y_desulfation,y_ester_hydrolysis,y_methylation,y_reduction,y_ring_cleavage,y_side_chain_cleavage,y_none,w_O_demethylation,w_aldehyde_oxidation,w_aromatic_hydroxylation,w_decarboxylation,w_deglycosylation,w_desulfation,w_ester_hydrolysis,w_methylation,w_reduction,w_ring_cleavage,w_side_chain_cleavage,w_none
project_primary,simulated,C04,Ferulic acid,COc1cc(/C=C/C(=O)O)ccc1O,ChEMBL:CHEMBL32749,seagrass_marine,cinnamic,Hydroxycinnamic,0,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C04,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C04,Ferulic acid,COc1cc(/C=C/C(=O)O)ccc1O,ChEMBL:CHEMBL32749,seagrass_marine,cinnamic,Hydroxycinnamic,0,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C04,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C05,Caftaric acid,O=C(O)C(O)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,PubChem:6440397,seagrass_marine,depside_ester,Hydroxycinnamic tartrate ester,1,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C05,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C05,Caftaric acid,O=C(O)C(O)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,PubChem:6440397,seagrass_marine,depside_ester,Hydroxycinnamic tartrate ester,1,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C05,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C05,Caftaric acid,O=C(O)C(O)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O,PubChem:6440397,seagrass_marine,depside_ester,Hydroxycinnamic tartrate ester,1,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C05,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C06,Rosmarinic acid,O=C(O)C(Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,PubChem:5281792,seagrass_marine,depside_ester,Depside (seagrass anchor),1,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C06,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C06,Rosmarinic acid,O=C(O)C(Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,PubChem:5281792,seagrass_marine,depside_ester,Depside (seagrass anchor),1,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C06,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C06,Rosmarinic acid,O=C(O)C(Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,PubChem:5281792,seagrass_marine,depside_ester,Depside (seagrass anchor),1,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C06,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C07,p-Hydroxybenzoic acid,O=C(O)c1ccc(O)cc1,PubChem:135,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C07,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C07,p-Hydroxybenzoic acid,O=C(O)c1ccc(O)cc1,PubChem:135,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C07,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C07,p-Hydroxybenzoic acid,O=C(O)c1ccc(O)cc1,PubChem:135,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C07,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C08,Protocatechuic acid,O=C(O)c1ccc(O)c(O)c1,PubChem:72,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C08,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C08,Protocatechuic acid,O=C(O)c1ccc(O)c(O)c1,PubChem:72,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C08,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C08,Protocatechuic acid,O=C(O)c1ccc(O)c(O)c1,PubChem:72,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C08,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C09,Gentisic acid,O=C(O)c1cc(O)ccc1O,PubChem:3469,seagrass_marine,benzoic,"Aromatic acid (2,5-diOH)",2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C09,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C09,Gentisic acid,O=C(O)c1cc(O)ccc1O,PubChem:3469,seagrass_marine,benzoic,"Aromatic acid (2,5-diOH)",2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C09,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C09,Gentisic acid,O=C(O)c1cc(O)ccc1O,PubChem:3469,seagrass_marine,benzoic,"Aromatic acid (2,5-diOH)",2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C09,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C10,Vanillic acid,COc1cc(C(=O)O)ccc1O,PubChem:8468,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C10,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C10,Vanillic acid,COc1cc(C(=O)O)ccc1O,PubChem:8468,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C10,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C10,Vanillic acid,COc1cc(C(=O)O)ccc1O,PubChem:8468,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C10,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C11,Syringic acid,COc1cc(C(=O)O)cc(OC)c1O,PubChem:10742,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C11,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C11,Syringic acid,COc1cc(C(=O)O)cc(OC)c1O,PubChem:10742,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C11,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C11,Syringic acid,COc1cc(C(=O)O)cc(OC)c1O,PubChem:10742,seagrass_marine,benzoic,Aromatic acid,2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C11,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C12,Arbutin (hydroquinone b-D-glucoside),OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CAS:497-76-7,seagrass_marine,aryl_glucoside,Aryl glucoside (2nd deglycosylation scaffold),2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C12,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C12,Arbutin (hydroquinone b-D-glucoside),OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CAS:497-76-7,seagrass_marine,aryl_glucoside,Aryl glucoside (2nd deglycosylation scaffold),2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C12,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C12,Arbutin (hydroquinone b-D-glucoside),OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CAS:497-76-7,seagrass_marine,aryl_glucoside,Aryl glucoside (2nd deglycosylation scaffold),2,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C12,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C13,Vanillin,COc1cc(C=O)ccc1O,ChEMBL:CHEMBL13883,seagrass_marine,benzaldehyde,Aromatic aldehyde,3,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C13,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C13,Vanillin,COc1cc(C=O)ccc1O,ChEMBL:CHEMBL13883,seagrass_marine,benzaldehyde,Aromatic aldehyde,3,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C13,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C13,Vanillin,COc1cc(C=O)ccc1O,ChEMBL:CHEMBL13883,seagrass_marine,benzaldehyde,Aromatic aldehyde,3,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C13,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C14,4-Hydroxybenzaldehyde,O=Cc1ccc(O)cc1,PubChem:126,seagrass_marine,benzaldehyde,Aromatic aldehyde,3,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C14,4-Hydroxybenzaldehyde,O=Cc1ccc(O)cc1,PubChem:126,seagrass_marine,benzaldehyde,Aromatic aldehyde,3,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C14,4-Hydroxybenzaldehyde,O=Cc1ccc(O)cc1,PubChem:126,seagrass_marine,benzaldehyde,Aromatic aldehyde,3,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C15,Luteolin,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,ChEMBL:CHEMBL151,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C15,Luteolin,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,ChEMBL:CHEMBL151,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C15,Luteolin,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,ChEMBL:CHEMBL151,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C16,Apigenin,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,PubChem:5280443,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C16,Apigenin,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,PubChem:5280443,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C16,Apigenin,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,PubChem:5280443,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C17,Diosmetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,PubChem:5281612,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C17,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C17,Diosmetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,PubChem:5281612,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C17,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C17,Diosmetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,PubChem:5281612,seagrass_marine,flavone,Flavone (Zostera),4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,3,C17,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C18,Luteolin 7-O-glucoside,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,PubChem:5280637,seagrass_marine,flavone_glycoside,Flavone glycoside,4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,1,C18,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
project_primary,simulated,C18,Luteolin 7-O-glucoside,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,PubChem:5280637,seagrass_marine,flavone_glycoside,Flavone glycoside,4,S01,Pseudoalteromonas tetraodonis,Pseudoalteromonas,Pseudomonadota,marine,primary,1.0,2,C18,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
